physical_quantity,power,energy,voltage
01-01-2012 01:17,392,725,60
01-01-2012 01:17,916,763,520
01-01-2012 01:17,864,36,153
01-01-2012 01:17,57,506,78
01-01-2012 01:17,595,158,421
01-01-2012 01:18,821,63,731
01-01-2012 01:18,922,250,682
01-01-2012 01:18,512,842,959
01-01-2012 01:18,552,560,468
01-01-2012 01:18,195,767,485
01-01-2012 01:18,569,424,219
01-01-2012 01:18,539,91,55
01-01-2012 01:18,18,792,554
01-01-2012 01:18,573,702,965
01-01-2012 01:18,274,892,310
01-01-2012 01:18,850,379,345
01-01-2012 01:18,14,18,995
01-01-2012 01:18,778,998,10
01-01-2012 01:18,741,959,746
01-01-2012 01:18,317,351,839
01-01-2012 01:18,178,241,257
01-01-2012 01:18,996,942,570
01-01-2012 01:18,843,960,878
01-01-2012 01:18,92,590,563
01-01-2012 01:18,284,680,48
01-01-2012 01:18,672,475,628
01-01-2012 01:18,525,32,14
01-01-2012 01:18,22,315,210
01-01-2012 01:18,261,509,794
01-01-2012 01:18,651,602,298
01-01-2012 01:18,566,280,300
01-01-2012 01:18,851,64,605
01-01-2012 01:18,201,775,649
01-01-2012 01:18,765,432,63
01-01-2012 01:18,348,396,264
01-01-2012 01:18,236,851,987
01-01-2012 01:18,622,216,84
01-01-2012 01:18,616,204,276
01-01-2012 01:18,908,76,11
01-01-2012 01:18,319,399,846
01-01-2012 01:18,508,852,676
01-01-2012 01:18,98,251,349
01-01-2012 01:18,419,848,758
01-01-2012 01:18,935,574,67
01-01-2012 01:18,378,45,27
01-01-2012 01:18,586,827,218
01-01-2012 01:18,883,958,456
01-01-2012 01:18,544,394,892
01-01-2012 01:18,483,663,371
01-01-2012 01:18,239,696,373
01-01-2012 01:18,671,722,193
01-01-2012 01:18,615,574,724
01-01-2012 01:18,586,684,858
01-01-2012 01:18,723,782,958
01-01-2012 01:18,559,378,388
01-01-2012 01:18,463,121,579
01-01-2012 01:18,229,542,348
01-01-2012 01:18,633,318,423
01-01-2012 01:18,701,835,104
01-01-2012 01:18,964,563,989
01-01-2012 01:18,113,239,118
01-01-2012 01:18,835,454,152
01-01-2012 01:18,205,59,167
01-01-2012 01:18,680,988,547
01-01-2012 01:18,186,937,226
01-01-2012 01:19,650,27,526
01-01-2012 01:19,142,977,572
01-01-2012 01:19,897,157,503
01-01-2012 01:19,255,200,653
01-01-2012 01:19,261,755,922
01-01-2012 01:19,356,443,292
01-01-2012 01:19,356,608,846
01-01-2012 01:19,457,387,92
01-01-2012 01:19,513,671,941
01-01-2012 01:19,389,877,714
01-01-2012 01:19,536,576,273
01-01-2012 01:19,322,601,504
01-01-2012 01:19,460,458,516
01-01-2012 01:19,4,901,139
01-01-2012 01:19,964,128,264
01-01-2012 01:19,58,131,265
01-01-2012 01:19,180,844,910
01-01-2012 01:19,870,931,978
01-01-2012 01:19,830,618,795
01-01-2012 01:19,622,744,565
01-01-2012 01:19,885,34,263
01-01-2012 01:19,869,490,917
01-01-2012 01:19,109,116,32
01-01-2012 01:19,415,760,323
01-01-2012 01:19,90,491,380
01-01-2012 01:19,977,347,120
01-01-2012 01:19,299,647,491
01-01-2012 01:19,56,778,250
01-01-2012 01:19,469,48,701
01-01-2012 01:19,128,992,660
01-01-2012 01:19,378,37,338
01-01-2012 01:19,930,40,825
01-01-2012 01:19,317,453,635
01-01-2012 01:19,78,919,363
01-01-2012 01:19,752,32,600
01-01-2012 01:19,73,268,959
01-01-2012 01:19,860,552,384
01-01-2012 01:19,201,865,483
01-01-2012 01:19,377,168,548
01-01-2012 01:19,975,582,978
01-01-2012 01:19,177,922,190
01-01-2012 01:19,38,136,821
01-01-2012 01:19,3,8,329
01-01-2012 01:19,453,989,819
01-01-2012 01:19,483,548,968
01-01-2012 01:19,423,832,482
01-01-2012 01:19,508,782,994
01-01-2012 01:19,601,818,370
01-01-2012 01:19,875,514,303
01-01-2012 01:19,539,62,817
01-01-2012 01:19,78,370,516
01-01-2012 01:19,633,118,579
01-01-2012 01:19,108,729,384
01-01-2012 01:19,342,960,825
01-01-2012 01:19,454,433,266
01-01-2012 01:19,306,534,385
01-01-2012 01:19,468,331,559
01-01-2012 01:19,609,48,362
01-01-2012 01:19,778,70,423
01-01-2012 01:19,864,924,501
01-01-2012 01:20,921,678,244
01-01-2012 01:20,993,388,615
01-01-2012 01:20,432,533,501
01-01-2012 01:20,110,985,982
01-01-2012 01:20,322,193,821
01-01-2012 01:20,90,995,895
01-01-2012 01:20,665,586,484
01-01-2012 01:20,787,497,354
01-01-2012 01:20,718,228,2
01-01-2012 01:20,238,865,904
01-01-2012 01:20,422,175,247
01-01-2012 01:20,199,792,281
01-01-2012 01:20,948,747,562
01-01-2012 01:20,551,478,236
01-01-2012 01:20,442,112,899
01-01-2012 01:20,305,625,192
01-01-2012 01:20,729,335,243
01-01-2012 01:20,319,142,387
01-01-2012 01:20,798,609,940
01-01-2012 01:20,545,699,264
01-01-2012 01:20,149,441,12
01-01-2012 01:20,793,634,150
01-01-2012 01:20,918,751,47
01-01-2012 01:20,677,857,979
01-01-2012 01:20,837,153,9
01-01-2012 01:20,88,922,136
01-01-2012 01:20,167,467,686
01-01-2012 01:20,668,848,894
01-01-2012 01:20,471,463,101
01-01-2012 01:20,919,862,539
01-01-2012 01:20,338,177,160
01-01-2012 01:20,193,994,636
01-01-2012 01:20,881,940,226
01-01-2012 01:20,786,780,976
01-01-2012 01:20,858,266,156
01-01-2012 01:20,617,55,772
01-01-2012 01:20,579,881,641
01-01-2012 01:20,290,390,537
01-01-2012 01:20,583,824,304
01-01-2012 01:20,736,955,522
01-01-2012 01:20,469,973,887
01-01-2012 01:20,500,211,411
01-01-2012 01:20,520,33,252
01-01-2012 01:20,178,449,406
01-01-2012 01:20,719,886,270
01-01-2012 01:20,441,139,195
01-01-2012 01:20,710,618,175
01-01-2012 01:20,434,387,574
01-01-2012 01:20,795,624,73
01-01-2012 01:20,316,558,743
01-01-2012 01:20,784,938,306
01-01-2012 01:20,25,575,601
01-01-2012 01:20,871,774,221
01-01-2012 01:20,262,887,364
01-01-2012 01:20,855,2,459
01-01-2012 01:20,603,160,302
01-01-2012 01:20,139,149,140
01-01-2012 01:20,740,901,306
01-01-2012 01:20,555,641,994
01-01-2012 01:20,160,185,131
01-01-2012 01:21,430,988,707
01-01-2012 01:21,996,224,494
01-01-2012 01:21,55,834,847
01-01-2012 01:21,949,91,585
01-01-2012 01:21,819,115,16
01-01-2012 01:21,724,191,439
01-01-2012 01:21,503,274,210
01-01-2012 01:21,732,857,811
01-01-2012 01:21,0,585,312
01-01-2012 01:21,790,590,935
01-01-2012 01:21,832,371,621
01-01-2012 01:21,421,147,370
01-01-2012 01:21,434,339,150
01-01-2012 01:21,350,496,592
01-01-2012 01:21,730,101,813
01-01-2012 01:21,260,419,555
01-01-2012 01:21,739,306,86
01-01-2012 01:21,883,415,113
01-01-2012 01:21,661,602,562
01-01-2012 01:21,717,931,202
01-01-2012 01:21,972,240,998
01-01-2012 01:21,73,868,393
01-01-2012 01:21,745,899,74
01-01-2012 01:21,593,229,628
01-01-2012 01:21,55,233,634
01-01-2012 01:21,465,614,512
01-01-2012 01:21,205,413,736
01-01-2012 01:21,713,244,105
01-01-2012 01:21,176,158,48
01-01-2012 01:21,187,780,566
01-01-2012 01:21,894,711,98
01-01-2012 01:21,672,471,908
01-01-2012 01:21,86,893,411
01-01-2012 01:21,712,708,996
01-01-2012 01:21,487,47,487
01-01-2012 01:21,721,195,995
01-01-2012 01:21,239,513,268
01-01-2012 01:21,471,553,913
01-01-2012 01:21,844,781,722
01-01-2012 01:21,808,12,713
01-01-2012 01:21,109,451,191
01-01-2012 01:21,860,211,298
01-01-2012 01:21,298,973,386
01-01-2012 01:21,22,56,866
01-01-2012 01:21,313,247,439
01-01-2012 01:21,346,887,64
01-01-2012 01:21,458,436,619
01-01-2012 01:21,905,809,354
01-01-2012 01:21,88,86,783
01-01-2012 01:21,771,112,618
01-01-2012 01:21,869,845,48
01-01-2012 01:21,867,451,631
01-01-2012 01:21,824,678,30
01-01-2012 01:21,802,475,688
01-01-2012 01:21,728,953,923
01-01-2012 01:21,913,859,362
01-01-2012 01:21,150,310,871
01-01-2012 01:21,799,385,318
01-01-2012 01:21,673,882,900
01-01-2012 01:21,905,298,949
01-01-2012 01:22,306,165,527
01-01-2012 01:22,139,826,634
01-01-2012 01:22,960,812,721
01-01-2012 01:22,818,550,656
01-01-2012 01:22,422,754,997
01-01-2012 01:22,188,284,81
01-01-2012 01:22,890,433,647
01-01-2012 01:22,625,352,314
01-01-2012 01:22,595,899,908
01-01-2012 01:22,357,91,713
01-01-2012 01:22,361,382,407
01-01-2012 01:22,448,628,221
01-01-2012 01:22,127,871,222
01-01-2012 01:22,220,829,711
01-01-2012 01:22,284,670,830
01-01-2012 01:22,767,501,789
01-01-2012 01:22,691,464,901
01-01-2012 01:22,440,887,336
01-01-2012 01:22,502,984,646
01-01-2012 01:22,608,234,9
01-01-2012 01:22,338,177,711
01-01-2012 01:22,839,777,614
01-01-2012 01:22,186,562,104
01-01-2012 01:22,352,274,228
01-01-2012 01:22,616,305,56
01-01-2012 01:22,527,906,95
01-01-2012 01:22,705,13,243
01-01-2012 01:22,37,67,983
01-01-2012 01:22,635,239,97
01-01-2012 01:22,189,705,834
01-01-2012 01:22,800,56,591
01-01-2012 01:22,520,231,521
01-01-2012 01:22,279,822,321
01-01-2012 01:22,494,356,936
01-01-2012 01:22,726,861,949
01-01-2012 01:22,947,200,942
01-01-2012 01:22,148,342,22
01-01-2012 01:22,1,815,455
01-01-2012 01:22,851,652,991
01-01-2012 01:22,28,30,581
01-01-2012 01:22,8,644,588
01-01-2012 01:22,407,244,918
01-01-2012 01:22,720,663,568
01-01-2012 01:22,419,591,122
01-01-2012 01:22,493,816,760
01-01-2012 01:22,314,235,525
01-01-2012 01:22,420,860,61
01-01-2012 01:22,554,141,818
01-01-2012 01:22,251,909,192
01-01-2012 01:22,26,945,439
01-01-2012 01:22,645,728,643
01-01-2012 01:22,399,19,98
01-01-2012 01:22,329,198,330
01-01-2012 01:22,800,112,61
01-01-2012 01:22,841,995,94
01-01-2012 01:22,955,722,63
01-01-2012 01:22,112,263,563
01-01-2012 01:22,466,688,750
01-01-2012 01:22,322,898,625
01-01-2012 01:22,224,212,608
01-01-2012 01:23,194,283,84
01-01-2012 01:23,928,39,110
01-01-2012 01:23,287,300,192
01-01-2012 01:23,157,207,204
01-01-2012 01:23,380,831,312
01-01-2012 01:23,638,999,36
01-01-2012 01:23,972,641,543
01-01-2012 01:23,809,239,456
01-01-2012 01:23,620,901,882
01-01-2012 01:23,850,656,722
01-01-2012 01:23,552,453,306
01-01-2012 01:23,189,544,512
01-01-2012 01:23,949,701,987
01-01-2012 01:23,158,154,553
01-01-2012 01:23,55,187,153
01-01-2012 01:23,661,416,481
01-01-2012 01:23,95,417,422
01-01-2012 01:23,763,138,570
01-01-2012 01:23,453,803,593
01-01-2012 01:23,73,993,929
01-01-2012 01:23,565,661,534
01-01-2012 01:23,625,479,778
01-01-2012 01:23,888,386,298
01-01-2012 01:23,762,680,586
01-01-2012 01:23,533,662,88
01-01-2012 01:23,49,297,247
01-01-2012 01:23,114,465,635
01-01-2012 01:23,605,151,256
01-01-2012 01:23,223,395,993
01-01-2012 01:23,19,103,100
01-01-2012 01:23,32,923,169
01-01-2012 01:23,459,216,501
01-01-2012 01:23,398,177,406
01-01-2012 01:23,127,191,160
01-01-2012 01:23,109,32,568
01-01-2012 01:23,770,39,148
01-01-2012 01:23,577,689,996
01-01-2012 01:23,75,657,98
01-01-2012 01:23,969,312,85
01-01-2012 01:23,349,78,159
01-01-2012 01:23,559,619,872
01-01-2012 01:23,422,668,288
01-01-2012 01:23,667,705,40
01-01-2012 01:23,620,494,635
01-01-2012 01:23,13,114,877
01-01-2012 01:23,55,918,10
01-01-2012 01:23,837,633,871
01-01-2012 01:23,967,825,759
01-01-2012 01:23,638,944,716
01-01-2012 01:23,550,826,743
01-01-2012 01:23,877,17,179
01-01-2012 01:23,475,363,213
01-01-2012 01:23,3,289,588
01-01-2012 01:23,513,257,751
01-01-2012 01:23,529,902,344
01-01-2012 01:23,637,425,395
01-01-2012 01:23,536,997,233
01-01-2012 01:23,194,954,698
01-01-2012 01:23,539,998,942
01-01-2012 01:23,74,871,123
01-01-2012 01:24,264,717,915
01-01-2012 01:24,764,484,32
01-01-2012 01:24,532,446,905
01-01-2012 01:24,118,42,411
01-01-2012 01:24,145,122,68
01-01-2012 01:24,40,299,434
01-01-2012 01:24,353,548,58
01-01-2012 01:24,296,153,371
01-01-2012 01:24,288,101,696
01-01-2012 01:24,419,780,552
01-01-2012 01:24,926,106,22
01-01-2012 01:24,128,53,737
01-01-2012 01:24,103,246,870
01-01-2012 01:24,220,595,784
01-01-2012 01:24,397,406,996
01-01-2012 01:24,447,468,808
01-01-2012 01:24,482,836,297
01-01-2012 01:24,922,785,762
01-01-2012 01:24,532,932,737
01-01-2012 01:24,56,802,587
01-01-2012 01:24,316,864,970
01-01-2012 01:24,451,611,468
01-01-2012 01:24,130,919,630
01-01-2012 01:24,448,768,183
01-01-2012 01:24,676,497,235
01-01-2012 01:24,503,775,406
01-01-2012 01:24,678,943,521
01-01-2012 01:24,369,665,755
01-01-2012 01:24,296,74,970
01-01-2012 01:24,616,161,345
01-01-2012 01:24,657,237,801
01-01-2012 01:24,63,132,973
01-01-2012 01:24,236,279,594
01-01-2012 01:24,904,368,196
01-01-2012 01:24,247,733,145
01-01-2012 01:24,117,786,648
01-01-2012 01:24,166,58,408
01-01-2012 01:24,597,924,849
01-01-2012 01:24,606,973,169
01-01-2012 01:24,753,403,484
01-01-2012 01:24,233,894,808
01-01-2012 01:24,737,7,244
01-01-2012 01:24,271,200,868
01-01-2012 01:24,876,539,753
01-01-2012 01:24,455,624,962
01-01-2012 01:24,723,237,457
01-01-2012 01:24,262,363,226
01-01-2012 01:24,685,16,563
01-01-2012 01:24,759,732,414
01-01-2012 01:24,497,238,342
01-01-2012 01:24,225,992,350
01-01-2012 01:24,525,184,713
01-01-2012 01:24,978,251,693
01-01-2012 01:24,961,609,180
01-01-2012 01:24,143,820,761
01-01-2012 01:24,373,109,491
01-01-2012 01:24,500,199,782
01-01-2012 01:24,778,602,312
01-01-2012 01:24,856,422,65
01-01-2012 01:24,780,178,724
01-01-2012 01:25,337,189,412
01-01-2012 01:25,7,147,630
01-01-2012 01:25,127,612,735
01-01-2012 01:25,200,285,441
01-01-2012 01:25,818,147,805
01-01-2012 01:25,250,214,519
01-01-2012 01:25,119,960,645
01-01-2012 01:25,171,128,960
01-01-2012 01:25,556,907,77
01-01-2012 01:25,387,298,478
01-01-2012 01:25,24,345,383
01-01-2012 01:25,267,209,483
01-01-2012 01:25,805,106,823
01-01-2012 01:25,257,523,704
01-01-2012 01:25,850,942,752
01-01-2012 01:25,249,618,884
01-01-2012 01:25,937,894,824
01-01-2012 01:25,166,708,115
01-01-2012 01:25,942,324,852
01-01-2012 01:25,244,705,166
01-01-2012 01:25,695,682,30
01-01-2012 01:25,388,257,567
01-01-2012 01:25,47,774,435
01-01-2012 01:25,39,542,950
01-01-2012 01:25,633,582,58
01-01-2012 01:25,452,159,28
01-01-2012 01:25,701,790,613
01-01-2012 01:25,711,208,479
01-01-2012 01:25,616,377,508
01-01-2012 01:25,230,219,595
01-01-2012 01:25,209,654,294
01-01-2012 01:25,551,389,676
01-01-2012 01:25,482,784,434
01-01-2012 01:25,909,739,903
01-01-2012 01:25,362,583,728
01-01-2012 01:25,689,672,430
01-01-2012 01:25,762,796,787
01-01-2012 01:25,943,655,438
01-01-2012 01:25,236,911,258
01-01-2012 01:25,536,420,129
01-01-2012 01:25,770,363,325
01-01-2012 01:25,847,190,351
01-01-2012 01:25,314,58,438
01-01-2012 01:25,285,607,671
01-01-2012 01:25,217,872,399
01-01-2012 01:25,740,468,469
01-01-2012 01:25,932,332,520
01-01-2012 01:25,824,324,191
01-01-2012 01:25,475,48,406
01-01-2012 01:25,958,346,168
01-01-2012 01:25,813,195,176
01-01-2012 01:25,528,119,466
01-01-2012 01:25,257,965,65
01-01-2012 01:25,83,649,75
01-01-2012 01:25,864,327,135
01-01-2012 01:25,296,730,339
01-01-2012 01:25,352,549,345
01-01-2012 01:25,371,976,756
01-01-2012 01:25,969,67,800
01-01-2012 01:25,662,697,337
01-01-2012 01:26,341,113,244
01-01-2012 01:26,881,472,112
01-01-2012 01:26,977,831,551
01-01-2012 01:26,222,172,872
01-01-2012 01:26,384,719,441
01-01-2012 01:26,171,507,418
01-01-2012 01:26,191,991,371
01-01-2012 01:26,564,656,236
01-01-2012 01:26,970,396,580
01-01-2012 01:26,74,854,784
01-01-2012 01:26,610,935,335
01-01-2012 01:26,467,801,50
01-01-2012 01:26,618,950,254
01-01-2012 01:26,726,295,390
01-01-2012 01:26,722,801,235
01-01-2012 01:26,631,419,551
01-01-2012 01:26,145,747,711
01-01-2012 01:26,791,622,233
01-01-2012 01:26,741,158,486
01-01-2012 01:26,950,720,599
01-01-2012 01:26,908,613,956
01-01-2012 01:26,741,918,538
01-01-2012 01:26,89,808,810
01-01-2012 01:26,150,906,762
01-01-2012 01:26,460,18,989
01-01-2012 01:26,375,390,212
01-01-2012 01:26,366,91,367
01-01-2012 01:26,890,702,621
01-01-2012 01:26,230,814,152
01-01-2012 01:26,214,991,524
01-01-2012 01:26,249,971,698
01-01-2012 01:26,436,953,127
01-01-2012 01:26,549,142,335
01-01-2012 01:26,298,765,374
01-01-2012 01:26,812,114,31
01-01-2012 01:26,804,584,800
01-01-2012 01:26,565,279,899
01-01-2012 01:26,512,574,287
01-01-2012 01:26,960,690,137
01-01-2012 01:26,365,532,14
01-01-2012 01:26,847,428,563
01-01-2012 01:26,776,515,722
01-01-2012 01:26,27,217,631
01-01-2012 01:26,984,940,764
01-01-2012 01:26,175,364,747
01-01-2012 01:26,764,621,936
01-01-2012 01:26,538,614,531
01-01-2012 01:26,158,395,728
01-01-2012 01:26,865,821,473
01-01-2012 01:26,874,638,48
01-01-2012 01:26,610,630,895
01-01-2012 01:26,423,102,303
01-01-2012 01:26,377,940,603
01-01-2012 01:26,932,89,922
01-01-2012 01:26,993,148,646
01-01-2012 01:26,287,581,816
01-01-2012 01:26,696,277,418
01-01-2012 01:26,130,879,149
01-01-2012 01:26,79,806,659
01-01-2012 01:26,140,38,450
01-01-2012 01:27,50,191,812
01-01-2012 01:27,915,987,753
01-01-2012 01:27,518,324,232
01-01-2012 01:27,184,304,892
01-01-2012 01:27,111,172,171
01-01-2012 01:27,393,721,627
01-01-2012 01:27,100,646,884
01-01-2012 01:27,988,416,895
01-01-2012 01:27,467,20,46
01-01-2012 01:27,907,929,432
01-01-2012 01:27,301,61,753
01-01-2012 01:27,111,627,527
01-01-2012 01:27,185,994,813
01-01-2012 01:27,475,103,607
01-01-2012 01:27,611,995,596
01-01-2012 01:27,384,349,512
01-01-2012 01:27,399,236,313
01-01-2012 01:27,557,158,468
01-01-2012 01:27,597,494,834
01-01-2012 01:27,931,78,231
01-01-2012 01:27,100,760,721
01-01-2012 01:27,821,189,440
01-01-2012 01:27,493,948,332
01-01-2012 01:27,596,236,874
01-01-2012 01:27,468,221,794
01-01-2012 01:27,958,325,959
01-01-2012 01:27,29,31,839
01-01-2012 01:27,559,743,960
01-01-2012 01:27,915,360,13
01-01-2012 01:27,555,757,708
01-01-2012 01:27,468,301,909
01-01-2012 01:27,211,708,189
01-01-2012 01:27,241,712,466
01-01-2012 01:27,477,928,540
01-01-2012 01:27,929,436,363
01-01-2012 01:27,73,596,314
01-01-2012 01:27,18,373,723
01-01-2012 01:27,705,163,276
01-01-2012 01:27,741,16,252
01-01-2012 01:27,86,830,448
01-01-2012 01:27,669,723,636
01-01-2012 01:27,329,163,896
01-01-2012 01:27,79,440,888
01-01-2012 01:27,754,826,174
01-01-2012 01:27,899,640,976
01-01-2012 01:27,82,404,717
01-01-2012 01:27,840,334,524
01-01-2012 01:27,520,209,957
01-01-2012 01:27,330,121,164
01-01-2012 01:27,889,382,146
01-01-2012 01:27,581,610,527
01-01-2012 01:27,881,41,162
01-01-2012 01:27,321,160,303
01-01-2012 01:27,943,285,438
01-01-2012 01:27,341,803,76
01-01-2012 01:27,754,837,847
01-01-2012 01:27,867,927,485
01-01-2012 01:27,280,454,146
01-01-2012 01:27,251,563,376
01-01-2012 01:27,733,941,364
01-01-2012 01:28,181,17,633
01-01-2012 01:28,87,701,370
01-01-2012 01:28,322,452,984
01-01-2012 01:28,585,710,430
01-01-2012 01:28,279,150,151
01-01-2012 01:28,542,567,145
01-01-2012 01:28,909,401,328
01-01-2012 01:28,35,661,78
01-01-2012 01:28,86,736,206
01-01-2012 01:28,311,234,736
01-01-2012 01:28,569,407,717
01-01-2012 01:28,142,560,65
01-01-2012 01:28,913,371,337
01-01-2012 01:28,149,396,710
01-01-2012 01:28,640,129,86
01-01-2012 01:28,434,220,751
01-01-2012 01:28,484,225,108
01-01-2012 01:28,539,530,970
01-01-2012 01:28,249,917,814
01-01-2012 01:28,557,118,515
01-01-2012 01:28,505,428,999
01-01-2012 01:28,270,897,819
01-01-2012 01:28,220,916,834
01-01-2012 01:28,67,68,228
01-01-2012 01:28,204,979,75
01-01-2012 01:28,694,830,95
01-01-2012 01:28,543,65,847
01-01-2012 01:28,500,898,536
01-01-2012 01:28,467,706,970
01-01-2012 01:28,581,557,344
01-01-2012 01:28,91,259,221
01-01-2012 01:28,897,686,199
01-01-2012 01:28,875,190,301
01-01-2012 01:28,890,369,956
01-01-2012 01:28,909,387,817
01-01-2012 01:28,56,172,240
01-01-2012 01:28,864,783,38
01-01-2012 01:28,982,135,466
01-01-2012 01:28,557,319,307
01-01-2012 01:28,762,914,473
01-01-2012 01:28,721,373,28
01-01-2012 01:28,50,13,931
01-01-2012 01:28,240,522,183
01-01-2012 01:28,49,812,712
01-01-2012 01:28,990,422,230
01-01-2012 01:28,576,33,541
01-01-2012 01:28,276,714,514
01-01-2012 01:28,743,746,543
01-01-2012 01:28,767,184,707
01-01-2012 01:28,981,824,406
01-01-2012 01:28,49,483,504
01-01-2012 01:28,505,654,433
01-01-2012 01:28,830,787,360
01-01-2012 01:28,168,558,421
01-01-2012 01:28,517,577,93
01-01-2012 01:28,427,530,285
01-01-2012 01:28,112,728,111
01-01-2012 01:28,108,801,437
01-01-2012 01:28,284,835,9
01-01-2012 01:28,594,351,923
01-01-2012 01:29,57,569,141
01-01-2012 01:29,228,890,394
01-01-2012 01:29,75,936,452
01-01-2012 01:29,334,21,196
01-01-2012 01:29,872,462,374
01-01-2012 01:29,964,248,843
01-01-2012 01:29,566,785,614
01-01-2012 01:29,305,450,668
01-01-2012 01:29,407,108,276
01-01-2012 01:29,241,361,294
01-01-2012 01:29,721,178,352
01-01-2012 01:29,328,280,335
01-01-2012 01:29,112,857,273
01-01-2012 01:29,488,749,823
01-01-2012 01:29,496,572,233
01-01-2012 01:29,905,789,52
01-01-2012 01:29,793,178,284
01-01-2012 01:29,83,606,361
01-01-2012 01:29,984,152,533
01-01-2012 01:29,588,440,75
01-01-2012 01:29,331,381,827
01-01-2012 01:29,23,359,643
01-01-2012 01:29,20,695,66
01-01-2012 01:29,957,567,718
01-01-2012 01:29,780,678,39
01-01-2012 01:29,465,896,587
01-01-2012 01:29,521,589,241
01-01-2012 01:29,554,223,324
01-01-2012 01:29,680,55,502
01-01-2012 01:29,243,587,495
01-01-2012 01:29,970,354,851
01-01-2012 01:29,174,39,695
01-01-2012 01:29,773,75,755
01-01-2012 01:29,930,71,209
01-01-2012 01:29,295,372,872
01-01-2012 01:29,79,905,78
01-01-2012 01:29,775,78,507
01-01-2012 01:29,61,882,579
01-01-2012 01:29,606,955,456
01-01-2012 01:29,126,293,184
01-01-2012 01:29,462,434,951
01-01-2012 01:29,318,664,699
01-01-2012 01:29,704,858,296
01-01-2012 01:29,447,985,906
01-01-2012 01:29,555,561,171
01-01-2012 01:29,980,303,414
01-01-2012 01:29,482,416,20
01-01-2012 01:29,475,510,572
01-01-2012 01:29,6,283,668
01-01-2012 01:29,49,897,138
01-01-2012 01:29,642,777,236
01-01-2012 01:29,407,85,370
01-01-2012 01:29,498,329,534
01-01-2012 01:29,556,194,705
01-01-2012 01:29,532,327,47
01-01-2012 01:29,16,784,624
01-01-2012 01:29,83,695,103
01-01-2012 01:29,965,86,441
01-01-2012 01:29,967,97,348
01-01-2012 01:29,821,179,976
01-01-2012 01:30,250,43,281
01-01-2012 01:30,64,324,402
01-01-2012 01:30,396,349,824
01-01-2012 01:30,115,160,694
01-01-2012 01:30,489,661,579
01-01-2012 01:30,281,86,490
01-01-2012 01:30,339,549,2
01-01-2012 01:30,100,43,704
01-01-2012 01:30,155,716,490
01-01-2012 01:30,141,505,126
01-01-2012 01:30,173,117,24
01-01-2012 01:30,269,829,226
01-01-2012 01:30,173,224,776
01-01-2012 01:30,629,744,178
01-01-2012 01:30,773,642,359
01-01-2012 01:30,677,40,898
01-01-2012 01:30,974,556,283
01-01-2012 01:30,568,823,803
01-01-2012 01:30,110,832,350
01-01-2012 01:30,868,717,478
01-01-2012 01:30,361,826,753
01-01-2012 01:30,340,606,384
01-01-2012 01:30,985,575,78
01-01-2012 01:30,962,909,630
01-01-2012 01:30,27,491,518
01-01-2012 01:30,819,429,50
01-01-2012 01:30,734,611,947
01-01-2012 01:30,126,45,7
01-01-2012 01:30,49,740,692
01-01-2012 01:30,682,628,887
01-01-2012 01:30,584,800,926
01-01-2012 01:30,549,925,423
01-01-2012 01:30,255,832,767
01-01-2012 01:30,675,124,189
01-01-2012 01:30,812,715,151
01-01-2012 01:30,151,221,52
01-01-2012 01:30,35,542,46
01-01-2012 01:30,218,361,390
01-01-2012 01:30,306,606,155
01-01-2012 01:30,64,792,904
01-01-2012 01:30,508,804,616
01-01-2012 01:30,248,762,590
01-01-2012 01:30,99,676,343
01-01-2012 01:30,913,59,872
01-01-2012 01:30,926,666,273
01-01-2012 01:30,591,326,163
01-01-2012 01:30,145,838,549
01-01-2012 01:30,302,448,291
01-01-2012 01:30,45,214,428
01-01-2012 01:30,262,498,644
01-01-2012 01:30,473,971,323
01-01-2012 01:30,788,816,935
01-01-2012 01:30,250,715,425
01-01-2012 01:30,367,967,926
01-01-2012 01:30,407,664,638
01-01-2012 01:30,691,546,67
01-01-2012 01:30,580,324,143
01-01-2012 01:30,478,125,463
01-01-2012 01:30,425,484,52
01-01-2012 01:30,364,301,297
01-01-2012 01:31,401,16,515
01-01-2012 01:31,889,544,710
01-01-2012 01:31,154,411,330
01-01-2012 01:31,234,881,945
01-01-2012 01:31,232,49,760
01-01-2012 01:31,719,337,722
01-01-2012 01:31,269,331,747
01-01-2012 01:31,361,732,284
01-01-2012 01:31,818,193,613
01-01-2012 01:31,21,910,562
01-01-2012 01:31,147,362,54
01-01-2012 01:31,811,321,250
01-01-2012 01:31,850,676,924
01-01-2012 01:31,466,210,668
01-01-2012 01:31,936,395,601
01-01-2012 01:31,172,233,178
01-01-2012 01:31,473,650,850
01-01-2012 01:31,450,952,420
01-01-2012 01:31,875,41,227
01-01-2012 01:31,383,406,701
01-01-2012 01:31,172,500,213
01-01-2012 01:31,886,465,928
01-01-2012 01:31,987,392,930
01-01-2012 01:31,494,418,106
01-01-2012 01:31,84,488,814
01-01-2012 01:31,63,180,255
01-01-2012 01:31,536,166,7
01-01-2012 01:31,489,53,124
01-01-2012 01:31,758,522,422
01-01-2012 01:31,938,500,949
01-01-2012 01:31,83,518,433
01-01-2012 01:31,202,598,697
01-01-2012 01:31,997,555,284
01-01-2012 01:31,342,447,297
01-01-2012 01:31,640,638,304
01-01-2012 01:31,699,46,527
01-01-2012 01:31,749,864,943
